Gene Name,Functional Category
Rv1159,cell-wall-and-cell-processes
Rv1166,cell-wall-and-cell-processes
Rv1174c,cell-wall-and-cell-processes
Rv1183,cell-wall-and-cell-processes
Rv1184c,cell-wall-and-cell-processes
Rv1197,cell-wall-and-cell-processes
Rv1198,cell-wall-and-cell-processes
Rv1200,cell-wall-and-cell-processes
Rv1216c,cell-wall-and-cell-processes
Rv1217c,cell-wall-and-cell-processes
Rv1218c,cell-wall-and-cell-processes
Rv1224,cell-wall-and-cell-processes
Rv1226c,cell-wall-and-cell-processes
Rv1227c,cell-wall-and-cell-processes
Rv1228,cell-wall-and-cell-processes
Rv1230c,cell-wall-and-cell-processes
Rv1231c,cell-wall-and-cell-processes
Rv1233c,cell-wall-and-cell-processes
Rv1234,cell-wall-and-cell-processes
Rv1235,cell-wall-and-cell-processes
Rv1236,cell-wall-and-cell-processes
Rv1237,cell-wall-and-cell-processes
Rv1238,cell-wall-and-cell-processes
Rv1239c,cell-wall-and-cell-processes
Rv1244,cell-wall-and-cell-processes
Rv1249c,cell-wall-and-cell-processes
Rv1250,cell-wall-and-cell-processes
Rv1252c,cell-wall-and-cell-processes
Rv1258c,cell-wall-and-cell-processes
Rv1269c,cell-wall-and-cell-processes
Rv1270c,cell-wall-and-cell-processes
Rv1271c,cell-wall-and-cell-processes
Rv1272c,cell-wall-and-cell-processes
Rv1273c,cell-wall-and-cell-processes
Rv1274,cell-wall-and-cell-processes
Rv1275,cell-wall-and-cell-processes
Rv1280c,cell-wall-and-cell-processes
Rv1281c,cell-wall-and-cell-processes
Rv1282c,cell-wall-and-cell-processes
Rv1283c,cell-wall-and-cell-processes
Rv1291c,cell-wall-and-cell-processes
Rv1302,cell-wall-and-cell-processes
Rv1303,cell-wall-and-cell-processes
Rv1312,cell-wall-and-cell-processes
Rv1315,cell-wall-and-cell-processes
Rv1337,cell-wall-and-cell-processes
Rv1338,cell-wall-and-cell-processes
Rv1342c,cell-wall-and-cell-processes
Rv1343c,cell-wall-and-cell-processes
Rv1348,cell-wall-and-cell-processes
Rv1349,cell-wall-and-cell-processes
Rv1362c,cell-wall-and-cell-processes
Rv1363c,cell-wall-and-cell-processes
Rv1368,cell-wall-and-cell-processes
Rv1371,cell-wall-and-cell-processes
Rv1382,cell-wall-and-cell-processes
Rv1401,cell-wall-and-cell-processes
Rv1410c,cell-wall-and-cell-processes
Rv1411c,cell-wall-and-cell-processes
Rv1417,cell-wall-and-cell-processes
Rv1418,cell-wall-and-cell-processes
Rv1424c,cell-wall-and-cell-processes
Rv1431,cell-wall-and-cell-processes
Rv1433,cell-wall-and-cell-processes
Rv1435c,cell-wall-and-cell-processes
Rv1440,cell-wall-and-cell-processes
Rv1456c,cell-wall-and-cell-processes
Rv1457c,cell-wall-and-cell-processes
Rv1458c,cell-wall-and-cell-processes
Rv1459c,cell-wall-and-cell-processes
Rv1463,cell-wall-and-cell-processes
Rv1469,cell-wall-and-cell-processes
Rv1473,cell-wall-and-cell-processes
Rv1476,cell-wall-and-cell-processes
Rv1481,cell-wall-and-cell-processes
Rv1487,cell-wall-and-cell-processes
Rv1488,cell-wall-and-cell-processes
Rv1490,cell-wall-and-cell-processes
Rv1491c,cell-wall-and-cell-processes
Rv1496,cell-wall-and-cell-processes
Rv1508c,cell-wall-and-cell-processes
Rv1510,cell-wall-and-cell-processes
Rv1517,cell-wall-and-cell-processes
Rv1522c,cell-wall-and-cell-processes
Rv1539,cell-wall-and-cell-processes
Rv1541c,cell-wall-and-cell-processes
Rv1557,cell-wall-and-cell-processes
Rv1565c,cell-wall-and-cell-processes
Rv1567c,cell-wall-and-cell-processes
Rv1591,cell-wall-and-cell-processes
Rv1607,cell-wall-and-cell-processes
Rv1610,cell-wall-and-cell-processes
Rv1614,cell-wall-and-cell-processes
Rv1615,cell-wall-and-cell-processes
Rv1616,cell-wall-and-cell-processes
Rv1619,cell-wall-and-cell-processes
Rv1624c,cell-wall-and-cell-processes
Rv1634,cell-wall-and-cell-processes
Rv1635c,cell-wall-and-cell-processes
Rv1639c,cell-wall-and-cell-processes
Rv1648,cell-wall-and-cell-processes
Rv1667c,cell-wall-and-cell-processes
Rv1668c,cell-wall-and-cell-processes
Rv1671,cell-wall-and-cell-processes
Rv1672c,cell-wall-and-cell-processes
Rv1677,cell-wall-and-cell-processes
Rv1678,cell-wall-and-cell-processes
Rv1686c,cell-wall-and-cell-processes
Rv1687c,cell-wall-and-cell-processes
Rv1690,cell-wall-and-cell-processes
Rv1698,cell-wall-and-cell-processes
Rv1704c,cell-wall-and-cell-processes
Rv1707,cell-wall-and-cell-processes
Rv1708,cell-wall-and-cell-processes
Rv1709,cell-wall-and-cell-processes
Rv1710,cell-wall-and-cell-processes
Rv1730c,cell-wall-and-cell-processes
Rv1733c,cell-wall-and-cell-processes
Rv1735c,cell-wall-and-cell-processes
Rv1737c,cell-wall-and-cell-processes
Rv1739c,cell-wall-and-cell-processes
Rv1744c,cell-wall-and-cell-processes
Rv1747,cell-wall-and-cell-processes
Rv1749c,cell-wall-and-cell-processes
Rv1758,cell-wall-and-cell-processes
Rv1761c,cell-wall-and-cell-processes
Rv1779c,cell-wall-and-cell-processes
Rv1782,cell-wall-and-cell-processes
Rv1783,cell-wall-and-cell-processes
Rv1792,cell-wall-and-cell-processes
Rv1793,cell-wall-and-cell-processes
Rv1795,cell-wall-and-cell-processes
Rv1797,cell-wall-and-cell-processes
Rv1798,cell-wall-and-cell-processes
Rv1799,cell-wall-and-cell-processes
Rv1811,cell-wall-and-cell-processes
Rv1819c,cell-wall-and-cell-processes
Rv1821,cell-wall-and-cell-processes
Rv1824,cell-wall-and-cell-processes
Rv1841c,cell-wall-and-cell-processes
Rv1842c,cell-wall-and-cell-processes
Rv1845c,cell-wall-and-cell-processes
Rv1857,cell-wall-and-cell-processes
Rv1858,cell-wall-and-cell-processes
Rv1859,cell-wall-and-cell-processes
Rv1860,cell-wall-and-cell-processes
Rv1861,cell-wall-and-cell-processes
Rv1863c,cell-wall-and-cell-processes
Rv1877,cell-wall-and-cell-processes
Rv1881c,cell-wall-and-cell-processes
Rv1884c,cell-wall-and-cell-processes
Rv1888c,cell-wall-and-cell-processes
Rv1892,cell-wall-and-cell-processes
Rv1899c,cell-wall-and-cell-processes
Rv1902c,cell-wall-and-cell-processes
Rv1903,cell-wall-and-cell-processes
Rv1910c,cell-wall-and-cell-processes
Rv1911c,cell-wall-and-cell-processes
Rv1920,cell-wall-and-cell-processes
Rv1921c,cell-wall-and-cell-processes
Rv1922,cell-wall-and-cell-processes
Rv1926c,cell-wall-and-cell-processes
Rv1946c,cell-wall-and-cell-processes
Rv1970,cell-wall-and-cell-processes
Rv1972,cell-wall-and-cell-processes
Rv1973,cell-wall-and-cell-processes
Rv1974,cell-wall-and-cell-processes
Rv1979c,cell-wall-and-cell-processes
Rv1980c,cell-wall-and-cell-processes
Rv1984c,cell-wall-and-cell-processes
Rv1986,cell-wall-and-cell-processes
Rv1987,cell-wall-and-cell-processes
Rv1992c,cell-wall-and-cell-processes
Rv1997,cell-wall-and-cell-processes
Rv1999c,cell-wall-and-cell-processes
Rv2025c,cell-wall-and-cell-processes
Rv2037c,cell-wall-and-cell-processes
Rv2038c,cell-wall-and-cell-processes
Rv2039c,cell-wall-and-cell-processes
Rv2040c,cell-wall-and-cell-processes
Rv2041c,cell-wall-and-cell-processes
Rv2046,cell-wall-and-cell-processes
Rv2051c,cell-wall-and-cell-processes
Rv2053c,cell-wall-and-cell-processes
Rv2060,cell-wall-and-cell-processes
Rv2075c,cell-wall-and-cell-processes
Rv2077c,cell-wall-and-cell-processes
Rv2080,cell-wall-and-cell-processes
Rv2081c,cell-wall-and-cell-processes
Rv2091c,cell-wall-and-cell-processes
Rv2093c,cell-wall-and-cell-processes
Rv2094c,cell-wall-and-cell-processes
Rv2113,cell-wall-and-cell-processes
Rv2115c,cell-wall-and-cell-processes
Rv2116,cell-wall-and-cell-processes
Rv2120c,cell-wall-and-cell-processes
Rv2127,cell-wall-and-cell-processes
Rv2128,cell-wall-and-cell-processes
Rv2136c,cell-wall-and-cell-processes
Rv2138,cell-wall-and-cell-processes
Rv2144c,cell-wall-and-cell-processes
Rv2145c,cell-wall-and-cell-processes
Rv2146c,cell-wall-and-cell-processes
Rv2150c,cell-wall-and-cell-processes
Rv2151c,cell-wall-and-cell-processes
Rv2152c,cell-wall-and-cell-processes
Rv2153c,cell-wall-and-cell-processes
Rv2154c,cell-wall-and-cell-processes
Rv2155c,cell-wall-and-cell-processes
Rv2156c,cell-wall-and-cell-processes
Rv2157c,cell-wall-and-cell-processes
Rv2158c,cell-wall-and-cell-processes
Rv2163c,cell-wall-and-cell-processes
Rv2164c,cell-wall-and-cell-processes
Rv2169c,cell-wall-and-cell-processes
Rv2171,cell-wall-and-cell-processes
Rv2174,cell-wall-and-cell-processes
Rv2180c,cell-wall-and-cell-processes
Rv2181,cell-wall-and-cell-processes
Rv2197c,cell-wall-and-cell-processes
Rv2198c,cell-wall-and-cell-processes
Rv2199c,cell-wall-and-cell-processes
Rv2203,cell-wall-and-cell-processes
Rv2206,cell-wall-and-cell-processes
Rv2209,cell-wall-and-cell-processes
Rv2219,cell-wall-and-cell-processes
Rv2219A,cell-wall-and-cell-processes
Rv2223c,cell-wall-and-cell-processes
Rv2224c,cell-wall-and-cell-processes
Rv2235,cell-wall-and-cell-processes
Rv2253,cell-wall-and-cell-processes
Rv2254c,cell-wall-and-cell-processes
Rv2265,cell-wall-and-cell-processes
Rv2270,cell-wall-and-cell-processes
Rv2272,cell-wall-and-cell-processes
Rv2273,cell-wall-and-cell-processes
Rv2281,cell-wall-and-cell-processes
Rv2287,cell-wall-and-cell-processes
Rv2290,cell-wall-and-cell-processes
Rv2301,cell-wall-and-cell-processes
Rv2306A,cell-wall-and-cell-processes
Rv2306B,cell-wall-and-cell-processes
Rv2316,cell-wall-and-cell-processes
Rv2317,cell-wall-and-cell-processes
Rv2318,cell-wall-and-cell-processes
Rv2320c,cell-wall-and-cell-processes
Rv2326c,cell-wall-and-cell-processes
Rv2329c,cell-wall-and-cell-processes
Rv2330c,cell-wall-and-cell-processes
Rv2333c,cell-wall-and-cell-processes
Rv2339,cell-wall-and-cell-processes
Rv2341,cell-wall-and-cell-processes
Rv2345,cell-wall-and-cell-processes
Rv2346c,cell-wall-and-cell-processes
Rv2347c,cell-wall-and-cell-processes
Rv2361c,cell-wall-and-cell-processes
Rv2366c,cell-wall-and-cell-processes
Rv2376c,cell-wall-and-cell-processes
Rv2389c,cell-wall-and-cell-processes
Rv2395,cell-wall-and-cell-processes
Rv2397c,cell-wall-and-cell-processes
Rv2398c,cell-wall-and-cell-processes
Rv2399c,cell-wall-and-cell-processes
Rv2400c,cell-wall-and-cell-processes
Rv2401A,cell-wall-and-cell-processes
Rv2403c,cell-wall-and-cell-processes
Rv2434c,cell-wall-and-cell-processes
Rv2437,cell-wall-and-cell-processes
Rv2443,cell-wall-and-cell-processes
Rv2446c,cell-wall-and-cell-processes
Rv2450c,cell-wall-and-cell-processes
Rv2456c,cell-wall-and-cell-processes
Rv2459,cell-wall-and-cell-processes
Rv2462c,cell-wall-and-cell-processes
Rv2473,cell-wall-and-cell-processes
Rv2477c,cell-wall-and-cell-processes
Rv2507,cell-wall-and-cell-processes
Rv2508c,cell-wall-and-cell-processes
Rv2518c,cell-wall-and-cell-processes
Rv2520c,cell-wall-and-cell-processes
Rv2536,cell-wall-and-cell-processes
Rv2543,cell-wall-and-cell-processes
Rv2544,cell-wall-and-cell-processes
Rv2553c,cell-wall-and-cell-processes
Rv2560,cell-wall-and-cell-processes
Rv2563,cell-wall-and-cell-processes
Rv2564,cell-wall-and-cell-processes
Rv2571c,cell-wall-and-cell-processes
Rv2575,cell-wall-and-cell-processes
Rv2576c,cell-wall-and-cell-processes
Rv2585c,cell-wall-and-cell-processes
Rv2586c,cell-wall-and-cell-processes
Rv2587c,cell-wall-and-cell-processes
Rv2588c,cell-wall-and-cell-processes
Rv2597,cell-wall-and-cell-processes
Rv2599,cell-wall-and-cell-processes
Rv2600,cell-wall-and-cell-processes
Rv2609c,cell-wall-and-cell-processes
Rv2617c,cell-wall-and-cell-processes
Rv2620c,cell-wall-and-cell-processes
Rv2625c,cell-wall-and-cell-processes
Rv2637,cell-wall-and-cell-processes
Rv2639c,cell-wall-and-cell-processes
Rv2643,cell-wall-and-cell-processes
Rv2668,cell-wall-and-cell-processes
Rv2673,cell-wall-and-cell-processes
Rv2684,cell-wall-and-cell-processes
Rv2685,cell-wall-and-cell-processes
Rv2686c,cell-wall-and-cell-processes
Rv2687c,cell-wall-and-cell-processes
Rv2688c,cell-wall-and-cell-processes
Rv2690c,cell-wall-and-cell-processes
Rv2691,cell-wall-and-cell-processes
Rv2692,cell-wall-and-cell-processes
Rv2693c,cell-wall-and-cell-processes
Rv2698,cell-wall-and-cell-processes
Rv2700,cell-wall-and-cell-processes
Rv2709,cell-wall-and-cell-processes
Rv2719c,cell-wall-and-cell-processes
Rv2721c,cell-wall-and-cell-processes
Rv2723,cell-wall-and-cell-processes
Rv2729c,cell-wall-and-cell-processes
Rv2732c,cell-wall-and-cell-processes
Rv2743c,cell-wall-and-cell-processes
Rv2748c,cell-wall-and-cell-processes
Rv2767c,cell-wall-and-cell-processes
Rv2772c,cell-wall-and-cell-processes
Rv2784c,cell-wall-and-cell-processes
Rv2790c,cell-wall-and-cell-processes
Rv2796c,cell-wall-and-cell-processes
Rv2799,cell-wall-and-cell-processes
Rv2806,cell-wall-and-cell-processes
Rv2832c,cell-wall-and-cell-processes
Rv2833c,cell-wall-and-cell-processes
Rv2834c,cell-wall-and-cell-processes
Rv2835c,cell-wall-and-cell-processes
Rv2843,cell-wall-and-cell-processes
Rv2846c,cell-wall-and-cell-processes
Rv2856,cell-wall-and-cell-processes
Rv2864c,cell-wall-and-cell-processes
Rv2869c,cell-wall-and-cell-processes
Rv2873,cell-wall-and-cell-processes
Rv2875,cell-wall-and-cell-processes
Rv2876,cell-wall-and-cell-processes
Rv2877c,cell-wall-and-cell-processes
Rv2878c,cell-wall-and-cell-processes
Rv2903c,cell-wall-and-cell-processes
Rv2905,cell-wall-and-cell-processes
Rv2911,cell-wall-and-cell-processes
Rv2916c,cell-wall-and-cell-processes
Rv2920c,cell-wall-and-cell-processes
Rv2921c,cell-wall-and-cell-processes
Rv2922c,cell-wall-and-cell-processes
Rv2936,cell-wall-and-cell-processes
Rv2937,cell-wall-and-cell-processes
Rv2938,cell-wall-and-cell-processes
Rv2942,cell-wall-and-cell-processes
Rv2945c,cell-wall-and-cell-processes
Rv2963,cell-wall-and-cell-processes
Rv2965c,cell-wall-and-cell-processes
Rv2968c,cell-wall-and-cell-processes
Rv2969c,cell-wall-and-cell-processes
Rv2972c,cell-wall-and-cell-processes
Rv2980,cell-wall-and-cell-processes
Rv2981c,cell-wall-and-cell-processes
Rv2994,cell-wall-and-cell-processes
Rv2999,cell-wall-and-cell-processes
Rv3000,cell-wall-and-cell-processes
Rv3004,cell-wall-and-cell-processes
Rv3006,cell-wall-and-cell-processes
Rv3016,cell-wall-and-cell-processes
Rv3017c,cell-wall-and-cell-processes
Rv3019c,cell-wall-and-cell-processes
Rv3020c,cell-wall-and-cell-processes
Rv3036c,cell-wall-and-cell-processes
Rv3041c,cell-wall-and-cell-processes
Rv3044,cell-wall-and-cell-processes
Rv3064c,cell-wall-and-cell-processes
Rv3065,cell-wall-and-cell-processes
Rv3069,cell-wall-and-cell-processes
Rv3070,cell-wall-and-cell-processes
Rv3092c,cell-wall-and-cell-processes
Rv3101c,cell-wall-and-cell-processes
Rv3102c,cell-wall-and-cell-processes
Rv3104c,cell-wall-and-cell-processes
Rv3162c,cell-wall-and-cell-processes
Rv3163c,cell-wall-and-cell-processes
Rv3193c,cell-wall-and-cell-processes
Rv3194c,cell-wall-and-cell-processes
Rv3197,cell-wall-and-cell-processes
Rv3200c,cell-wall-and-cell-processes
Rv3213c,cell-wall-and-cell-processes
Rv3217c,cell-wall-and-cell-processes
Rv3236c,cell-wall-and-cell-processes
Rv3238c,cell-wall-and-cell-processes
Rv3239c,cell-wall-and-cell-processes
Rv3240c,cell-wall-and-cell-processes
Rv3244c,cell-wall-and-cell-processes
Rv3253c,cell-wall-and-cell-processes
Rv3264c,cell-wall-and-cell-processes
Rv3265c,cell-wall-and-cell-processes
Rv3270,cell-wall-and-cell-processes
Rv3271c,cell-wall-and-cell-processes
Rv3277,cell-wall-and-cell-processes
Rv3278c,cell-wall-and-cell-processes
Rv3289c,cell-wall-and-cell-processes
Rv3298c,cell-wall-and-cell-processes
Rv3301c,cell-wall-and-cell-processes
Rv3310,cell-wall-and-cell-processes
Rv3312A,cell-wall-and-cell-processes
Rv3330,cell-wall-and-cell-processes
Rv3331,cell-wall-and-cell-processes
Rv3332,cell-wall-and-cell-processes
Rv3335c,cell-wall-and-cell-processes
Rv3346c,cell-wall-and-cell-processes
Rv3355c,cell-wall-and-cell-processes
Rv3382c,cell-wall-and-cell-processes
Rv3390,cell-wall-and-cell-processes
Rv3395A,cell-wall-and-cell-processes
Rv3402c,cell-wall-and-cell-processes
Rv3434c,cell-wall-and-cell-processes
Rv3435c,cell-wall-and-cell-processes
Rv3437,cell-wall-and-cell-processes
Rv3444c,cell-wall-and-cell-processes
Rv3445c,cell-wall-and-cell-processes
Rv3447c,cell-wall-and-cell-processes
Rv3448,cell-wall-and-cell-processes
Rv3450c,cell-wall-and-cell-processes
Rv3451,cell-wall-and-cell-processes
Rv3452,cell-wall-and-cell-processes
Rv3453,cell-wall-and-cell-processes
Rv3454,cell-wall-and-cell-processes
Rv3476c,cell-wall-and-cell-processes
Rv3479,cell-wall-and-cell-processes
Rv3481c,cell-wall-and-cell-processes
Rv3482c,cell-wall-and-cell-processes
Rv3483c,cell-wall-and-cell-processes
Rv3495c,cell-wall-and-cell-processes
Rv3524,cell-wall-and-cell-processes
Rv3576,cell-wall-and-cell-processes
Rv3578,cell-wall-and-cell-processes
Rv3584,cell-wall-and-cell-processes
Rv3587c,cell-wall-and-cell-processes
Rv3593,cell-wall-and-cell-processes
Rv3604c,cell-wall-and-cell-processes
Rv3605c,cell-wall-and-cell-processes
Rv3610c,cell-wall-and-cell-processes
Rv3614c,cell-wall-and-cell-processes
Rv3615c,cell-wall-and-cell-processes
Rv3616c,cell-wall-and-cell-processes
Rv3619c,cell-wall-and-cell-processes
Rv3620c,cell-wall-and-cell-processes
Rv3623,cell-wall-and-cell-processes
Rv3625c,cell-wall-and-cell-processes
Rv3629c,cell-wall-and-cell-processes
Rv3630,cell-wall-and-cell-processes
Rv3632,cell-wall-and-cell-processes
Rv3635,cell-wall-and-cell-processes
Rv3641c,cell-wall-and-cell-processes
Rv3645,cell-wall-and-cell-processes
Rv3657c,cell-wall-and-cell-processes
Rv3658c,cell-wall-and-cell-processes
Rv3663c,cell-wall-and-cell-processes
Rv3664c,cell-wall-and-cell-processes
Rv3665c,cell-wall-and-cell-processes
Rv3666c,cell-wall-and-cell-processes
Rv3669,cell-wall-and-cell-processes
Rv3675,cell-wall-and-cell-processes
Rv3679,cell-wall-and-cell-processes
Rv3680,cell-wall-and-cell-processes
Rv3682,cell-wall-and-cell-processes
Rv3689,cell-wall-and-cell-processes
Rv3690,cell-wall-and-cell-processes
Rv3693,cell-wall-and-cell-processes
Rv3694c,cell-wall-and-cell-processes
Rv3695,cell-wall-and-cell-processes
Rv3723,cell-wall-and-cell-processes
Rv3724A,cell-wall-and-cell-processes
Rv3724B,cell-wall-and-cell-processes
Rv3728,cell-wall-and-cell-processes
Rv3737,cell-wall-and-cell-processes
Rv3743c,cell-wall-and-cell-processes
Rv3760,cell-wall-and-cell-processes
Rv3763,cell-wall-and-cell-processes
Rv3779,cell-wall-and-cell-processes
Rv3781,cell-wall-and-cell-processes
Rv3782,cell-wall-and-cell-processes
Rv3783,cell-wall-and-cell-processes
Rv3789,cell-wall-and-cell-processes
Rv3792,cell-wall-and-cell-processes
Rv3793,cell-wall-and-cell-processes
Rv3794,cell-wall-and-cell-processes
Rv3795,cell-wall-and-cell-processes
Rv3802c,cell-wall-and-cell-processes
Rv3805c,cell-wall-and-cell-processes
Rv3806c,cell-wall-and-cell-processes
Rv3807c,cell-wall-and-cell-processes
Rv3808c,cell-wall-and-cell-processes
Rv3809c,cell-wall-and-cell-processes
Rv3810,cell-wall-and-cell-processes
Rv3821,cell-wall-and-cell-processes
Rv3823c,cell-wall-and-cell-processes
Rv3835,cell-wall-and-cell-processes
Rv3843c,cell-wall-and-cell-processes
Rv3848,cell-wall-and-cell-processes
Rv3851,cell-wall-and-cell-processes
Rv3857c,cell-wall-and-cell-processes
Rv3864,cell-wall-and-cell-processes
Rv3865,cell-wall-and-cell-processes
Rv3866,cell-wall-and-cell-processes
Rv3867,cell-wall-and-cell-processes
Rv3868,cell-wall-and-cell-processes
Rv3869,cell-wall-and-cell-processes
Rv3870,cell-wall-and-cell-processes
Rv3871,cell-wall-and-cell-processes
Rv3874,cell-wall-and-cell-processes
Rv3875,cell-wall-and-cell-processes
Rv3876,cell-wall-and-cell-processes
Rv3877,cell-wall-and-cell-processes
Rv3878,cell-wall-and-cell-processes
Rv3879c,cell-wall-and-cell-processes
Rv3880c,cell-wall-and-cell-processes
Rv3881c,cell-wall-and-cell-processes
Rv3882c,cell-wall-and-cell-processes
Rv3884c,cell-wall-and-cell-processes
Rv3885c,cell-wall-and-cell-processes
Rv3887c,cell-wall-and-cell-processes
Rv3888c,cell-wall-and-cell-processes
Rv3889c,cell-wall-and-cell-processes
Rv3890c,cell-wall-and-cell-processes
Rv3891c,cell-wall-and-cell-processes
Rv3894c,cell-wall-and-cell-processes
Rv3895c,cell-wall-and-cell-processes
Rv3901c,cell-wall-and-cell-processes
Rv3904c,cell-wall-and-cell-processes
Rv3905c,cell-wall-and-cell-processes
Rv3910,cell-wall-and-cell-processes
Rv3917c,cell-wall-and-cell-processes
Rv3918c,cell-wall-and-cell-processes
Rv3919c,cell-wall-and-cell-processes
Rv3921c,cell-wall-and-cell-processes
Rv0024,virulence-detoxification-and-adaptation
Rv0064A,virulence-detoxification-and-adaptation
Rv0065,virulence-detoxification-and-adaptation
Rv0126,virulence-detoxification-and-adaptation
Rv0127,virulence-detoxification-and-adaptation
Rv0134,virulence-detoxification-and-adaptation
Rv0167,virulence-detoxification-and-adaptation
Rv0168,virulence-detoxification-and-adaptation
Rv0169,virulence-detoxification-and-adaptation
Rv0170,virulence-detoxification-and-adaptation
Rv0171,virulence-detoxification-and-adaptation
Rv0172,virulence-detoxification-and-adaptation
Rv0174,virulence-detoxification-and-adaptation
Rv0186A,virulence-detoxification-and-adaptation
Rv0239,virulence-detoxification-and-adaptation
Rv0240,virulence-detoxification-and-adaptation
Rv0251c,virulence-detoxification-and-adaptation
Rv0262c,virulence-detoxification-and-adaptation
Rv0277c,virulence-detoxification-and-adaptation
Rv0277A,virulence-detoxification-and-adaptation
Rv0300,virulence-detoxification-and-adaptation
Rv0301,virulence-detoxification-and-adaptation
Rv0350,virulence-detoxification-and-adaptation
Rv0351,virulence-detoxification-and-adaptation
Rv0352,virulence-detoxification-and-adaptation
Rv0353,virulence-detoxification-and-adaptation
Rv0384c,virulence-detoxification-and-adaptation
Rv0432,virulence-detoxification-and-adaptation
Rv0440,virulence-detoxification-and-adaptation
Rv0456A,virulence-detoxification-and-adaptation
Rv0456B,virulence-detoxification-and-adaptation
Rv0549c,virulence-detoxification-and-adaptation
Rv0550c,virulence-detoxification-and-adaptation
Rv0554,virulence-detoxification-and-adaptation
Rv0563,virulence-detoxification-and-adaptation
Rv0581,virulence-detoxification-and-adaptation
Rv0582,virulence-detoxification-and-adaptation
Rv0587,virulence-detoxification-and-adaptation
Rv0588,virulence-detoxification-and-adaptation
Rv0589,virulence-detoxification-and-adaptation
Rv0590,virulence-detoxification-and-adaptation
Rv0590A,virulence-detoxification-and-adaptation
Rv0591,virulence-detoxification-and-adaptation
Rv0592,virulence-detoxification-and-adaptation
Rv0594,virulence-detoxification-and-adaptation
Rv0595c,virulence-detoxification-and-adaptation
Rv0596c,virulence-detoxification-and-adaptation
Rv0598c,virulence-detoxification-and-adaptation
Rv0599c,virulence-detoxification-and-adaptation
Rv0608,virulence-detoxification-and-adaptation
Rv0609,virulence-detoxification-and-adaptation
Rv0616A,virulence-detoxification-and-adaptation
Rv0617,virulence-detoxification-and-adaptation
Rv0623,virulence-detoxification-and-adaptation
Rv0624,virulence-detoxification-and-adaptation
Rv0626,virulence-detoxification-and-adaptation
Rv0627,virulence-detoxification-and-adaptation
Rv0634c,virulence-detoxification-and-adaptation
Rv0656c,virulence-detoxification-and-adaptation
Rv0657c,virulence-detoxification-and-adaptation
Rv0659c,virulence-detoxification-and-adaptation
Rv0660c,virulence-detoxification-and-adaptation
Rv0661c,virulence-detoxification-and-adaptation
Rv0662c,virulence-detoxification-and-adaptation
Rv0664,virulence-detoxification-and-adaptation
Rv0665,virulence-detoxification-and-adaptation
Rv0748,virulence-detoxification-and-adaptation
Rv0749,virulence-detoxification-and-adaptation
Rv0798c,virulence-detoxification-and-adaptation
Rv0871,virulence-detoxification-and-adaptation
Rv0959A,virulence-detoxification-and-adaptation
Rv0960,virulence-detoxification-and-adaptation
Rv1026,virulence-detoxification-and-adaptation
Rv1082,virulence-detoxification-and-adaptation
Rv1085c,virulence-detoxification-and-adaptation
Rv1102c,virulence-detoxification-and-adaptation
Rv1103c,virulence-detoxification-and-adaptation
Rv1113,virulence-detoxification-and-adaptation
Rv1114,virulence-detoxification-and-adaptation
Rv1123c,virulence-detoxification-and-adaptation
Rv1124,virulence-detoxification-and-adaptation
Rv1241,virulence-detoxification-and-adaptation
Rv1242,virulence-detoxification-and-adaptation
Rv1246c,virulence-detoxification-and-adaptation
Rv1247c,virulence-detoxification-and-adaptation
Rv1397c,virulence-detoxification-and-adaptation
Rv1398c,virulence-detoxification-and-adaptation
Rv1477,virulence-detoxification-and-adaptation
Rv1478,virulence-detoxification-and-adaptation
Rv1494,virulence-detoxification-and-adaptation
Rv1495,virulence-detoxification-and-adaptation
Rv1560,virulence-detoxification-and-adaptation
Rv1561,virulence-detoxification-and-adaptation
Rv1562c,virulence-detoxification-and-adaptation
Rv1563c,virulence-detoxification-and-adaptation
Rv1564c,virulence-detoxification-and-adaptation
Rv1566c,virulence-detoxification-and-adaptation
Rv1608c,virulence-detoxification-and-adaptation
Rv1636,virulence-detoxification-and-adaptation
Rv1694,virulence-detoxification-and-adaptation
Rv1720c,virulence-detoxification-and-adaptation
Rv1721c,virulence-detoxification-and-adaptation
Rv1740,virulence-detoxification-and-adaptation
Rv1741,virulence-detoxification-and-adaptation
Rv1838c,virulence-detoxification-and-adaptation
Rv1839c,virulence-detoxification-and-adaptation
Rv1901,virulence-detoxification-and-adaptation
Rv1908c,virulence-detoxification-and-adaptation
Rv1932,virulence-detoxification-and-adaptation
Rv1938,virulence-detoxification-and-adaptation
Rv1942c,virulence-detoxification-and-adaptation
Rv1943c,virulence-detoxification-and-adaptation
Rv1952,virulence-detoxification-and-adaptation
Rv1953,virulence-detoxification-and-adaptation
Rv1955,virulence-detoxification-and-adaptation
Rv1956,virulence-detoxification-and-adaptation
Rv1959c,virulence-detoxification-and-adaptation
Rv1960c,virulence-detoxification-and-adaptation
Rv1962c,virulence-detoxification-and-adaptation
Rv1962A,virulence-detoxification-and-adaptation
Rv1964,virulence-detoxification-and-adaptation
Rv1965,virulence-detoxification-and-adaptation
Rv1966,virulence-detoxification-and-adaptation
Rv1967,virulence-detoxification-and-adaptation
Rv1968,virulence-detoxification-and-adaptation
Rv1969,virulence-detoxification-and-adaptation
Rv1971,virulence-detoxification-and-adaptation
Rv1982c,virulence-detoxification-and-adaptation
